symbol,board,limit_days_max,limit_days_20cm,gap_3,gap_4,gap_5,n
300051,创业板,1,0,1,0,0,60
688027,科创板,1,0,3,2,1,60
002034,深主板,0,0,0,0,0,60
688382,科创板,3,0,3,0,0,60
600740,沪主板,0,0,1,1,0,60
600318,沪主板,0,0,0,0,0,60
688087,科创板,0,0,2,1,1,60
002275,深主板,0,0,0,0,0,60
002556,深主板,0,0,0,0,0,60
002465,深主板,2,0,2,0,0,60
000720,深主板,1,0,2,2,1,60
603072,沪主板,1,0,0,0,0,60
001296,深主板,2,0,0,0,0,60
001336,深主板,0,0,0,0,0,60
600023,沪主板,1,0,2,1,0,60
300555,创业板,1,0,0,0,0,60
688378,科创板,4,1,6,1,1,60
601877,沪主板,0,0,0,0,0,60
002321,深主板,0,0,0,0,0,60
002384,深主板,11,0,17,12,6,60
002640,深主板,3,0,2,0,0,60
000898,深主板,0,0,0,0,0,60
600567,沪主板,1,0,1,0,0,60
000937,深主板,0,0,0,0,0,60
300323,创业板,6,0,16,9,5,60
688613,科创板,0,0,0,0,0,60
000927,深主板,0,0,0,0,0,60
002930,深主板,2,0,3,3,0,60
000881,深主板,1,0,0,0,0,60
300686,创业板,6,1,3,3,2,60
688317,科创板,0,0,4,2,2,60
600613,沪主板,0,0,0,0,0,60
002981,深主板,4,0,2,0,0,60
301607,创业板,8,2,7,5,3,60
300359,创业板,1,1,5,5,4,60
002142,深主板,0,0,0,0,0,60
300688,创业板,6,2,5,3,2,60
600821,沪主板,3,0,4,3,0,60
603527,沪主板,2,0,2,1,1,60
300812,创业板,2,0,5,3,3,60
688472,科创板,0,0,1,0,0,60
300360,创业板,0,0,0,0,0,60
605488,沪主板,6,0,4,3,1,60
300830,创业板,0,0,0,0,0,60
300482,创业板,2,0,2,0,0,60
688062,科创板,3,0,1,1,1,60
002350,深主板,4,0,3,3,2,60
601398,沪主板,0,0,0,0,0,60
605136,沪主板,1,0,1,1,0,60
603312,沪主板,0,0,2,2,0,60
688230,科创板,1,0,3,3,1,60
300271,创业板,1,0,1,0,0,60
000779,深主板,5,0,3,3,3,60
300553,创业板,11,1,11,4,2,60
001209,深主板,0,0,0,0,0,60
002983,深主板,3,0,3,0,0,60
002867,深主板,0,0,0,0,0,60
300773,创业板,0,0,0,0,0,60
603520,沪主板,1,0,0,0,0,60
600121,沪主板,4,0,8,5,2,60
600595,沪主板,1,0,2,0,0,60
301577,创业板,1,0,6,4,2,60
002188,深主板,0,0,1,0,0,60
603712,沪主板,0,0,0,0,0,60
603829,沪主板,0,0,2,1,0,60
300382,创业板,7,0,5,3,2,60
603968,沪主板,1,0,1,1,1,60
600529,沪主板,0,0,0,0,0,60
000501,深主板,0,0,0,0,0,60
601881,沪主板,0,0,0,0,0,60
600833,沪主板,0,0,0,0,0,60
002642,深主板,2,0,1,1,1,60
002676,深主板,1,0,0,0,0,60
688268,科创板,10,2,21,17,12,60
301021,创业板,11,0,8,6,5,60
301386,创业板,0,0,0,0,0,60
688469,科创板,3,0,3,3,2,60
301059,创业板,3,0,1,1,1,60
600219,沪主板,1,0,1,1,0,60
300272,创业板,0,0,1,0,0,60
002351,深主板,0,0,0,0,0,60
601139,沪主板,0,0,0,0,0,60
601200,沪主板,0,0,0,0,0,60
301380,创业板,0,0,0,0,0,60
002641,深主板,0,0,0,0,0,60
600774,沪主板,0,0,0,0,0,60
000048,深主板,12,0,7,3,3,60
600919,沪主板,0,0,0,0,0,60
603199,沪主板,0,0,0,0,0,60
002237,深主板,2,0,3,2,0,60
002307,深主板,1,0,1,0,0,60
301382,创业板,4,0,3,1,1,60
603501,沪主板,0,0,2,1,0,60
603681,沪主板,2,0,6,5,4,60
002067,深主板,3,0,6,4,3,60
688126,科创板,8,2,12,4,4,60
300564,创业板,0,0,0,0,0,60
002889,深主板,1,0,4,3,2,60
002980,深主板,16,0,15,7,4,60
301509,创业板,1,0,0,0,0,60
600218,沪主板,0,0,0,0,0,60
605180,沪主板,1,0,2,1,1,60
600528,沪主板,0,0,0,0,0,60
600757,沪主板,0,0,0,0,0,60
000617,深主板,0,0,0,0,0,60
002728,深主板,3,0,3,0,0,60
603115,沪主板,19,0,17,12,8,60
301511,创业板,15,1,15,7,4,60
000544,深主板,0,0,0,0,0,60
300888,创业板,0,0,0,0,0,60
002678,深主板,0,0,1,0,0,60
688377,科创板,1,0,4,2,1,60
688047,科创板,1,0,3,1,1,60
603816,沪主板,0,0,0,0,0,60
600527,沪主板,1,0,0,0,0,60
600834,沪主板,0,0,1,0,0,60
300472,创业板,1,0,2,1,1,60
301608,创业板,0,0,1,0,0,60
300383,创业板,1,0,4,2,0,60
002133,深主板,0,0,0,0,0,60
688652,科创板,8,0,10,8,6,60
603806,沪主板,3,0,3,3,0,60
300269,创业板,2,1,4,3,2,60
002929,深主板,6,0,9,5,3,60
688048,科创板,12,2,16,12,7,60
002349,深主板,0,0,0,0,0,60
002984,深主板,0,0,0,0,0,60
301061,创业板,0,0,0,0,0,60
002637,深主板,3,0,2,1,1,60
301062,创业板,1,0,1,1,1,60
000488,深主板,0,0,1,0,0,60
300896,创业板,0,0,1,1,0,60
300772,创业板,0,0,0,0,0,60
601899,沪主板,0,0,6,4,0,60
603255,沪主板,2,0,3,3,1,60
688107,科创板,4,0,3,2,2,60
603408,沪主板,0,0,0,0,0,60
688361,科创板,9,1,10,7,2,60
600172,沪主板,11,0,16,13,9,60
688553,科创板,2,1,1,0,0,60
002866,深主板,2,0,5,2,2,60
300321,创业板,10,1,7,4,3,60
600612,沪主板,0,0,0,0,0,60
688234,科创板,9,0,16,11,8,60
301381,创业板,1,0,0,0,0,60
000536,深主板,4,0,4,1,1,60
002057,深主板,5,0,1,0,0,60
688016,科创板,0,0,0,0,0,60
002386,深主板,1,0,1,0,0,60
300994,创业板,0,0,1,1,0,60
688557,科创板,0,0,0,0,0,60
600221,沪主板,0,0,1,0,0,60
002385,深主板,0,0,0,0,0,60
688226,科创板,1,0,4,2,1,60
600173,沪主板,2,0,0,0,0,60
000798,深主板,0,0,1,0,0,60
688031,科创板,8,1,11,8,3,60
301510,创业板,0,0,2,0,0,60
688409,科创板,10,3,11,5,5,60
688338,科创板,2,0,0,0,0,60
603986,沪主板,14,0,22,14,7,60
002639,深主板,2,0,2,0,0,60
688006,科创板,3,1,1,0,0,60
603409,沪主板,2,0,2,2,1,60
600568,沪主板,0,0,7,6,1,60
301060,创业板,0,0,0,0,0,60
002074,深主板,0,0,0,0,0,60
301020,创业板,1,1,3,3,0,60
605117,沪主板,1,0,1,0,0,60
600141,沪主板,4,0,7,5,3,60
300690,创业板,0,0,0,0,0,60
002189,深主板,1,0,2,0,0,60
603680,沪主板,1,0,1,0,0,60
600814,沪主板,0,0,0,0,0,60
603836,沪主板,0,0,2,0,0,60
300322,创业板,4,0,4,3,1,60
300976,创业板,10,0,5,5,3,60
300576,创业板,3,0,9,8,5,60
301383,创业板,0,0,0,0,0,60
688103,科创板,8,0,7,6,4,60
002177,深主板,0,0,2,0,0,60
603360,沪主板,4,0,4,1,1,60
603169,沪主板,1,0,4,2,1,60
601997,沪主板,0,0,0,0,0,60
601988,沪主板,0,0,0,0,0,60
300723,创业板,2,0,0,0,0,60
002982,深主板,2,0,2,1,0,60
603102,沪主板,0,0,0,0,0,60
688169,科创板,0,0,0,0,0,60
603328,沪主板,0,0,2,1,0,60
603101,沪主板,0,0,1,1,1,60
002040,深主板,1,0,1,1,0,60
300978,创业板,0,0,2,2,1,60
600963,沪主板,0,0,0,0,0,60
601186,沪主板,0,0,0,0,0,60
000792,深主板,0,0,1,1,0,60
600125,沪主板,0,0,0,0,0,60
605198,沪主板,8,0,7,5,5,60
300991,创业板,0,0,1,1,0,60
600531,沪主板,2,0,6,4,2,60
605218,沪主板,2,0,1,1,1,60
002933,深主板,1,0,0,0,0,60
001283,深主板,2,0,2,0,0,60
601018,沪主板,0,0,0,0,0,60
001258,深主板,11,0,11,10,10,60
688275,科创板,1,0,0,0,0,60
300722,创业板,0,0,1,0,0,60
002725,深主板,3,0,1,1,0,60
600178,沪主板,4,0,0,0,0,60
600703,沪主板,6,0,11,5,3,60
688233,科创板,18,1,10,7,4,60
000612,深主板,1,0,2,1,1,60
300318,创业板,0,0,0,0,0,60
000521,深主板,2,0,3,3,3,60
603200,沪主板,0,0,3,0,0,60
603282,沪主板,0,0,0,0,0,60
301603,创业板,9,0,4,1,1,60
688390,科创板,3,0,0,0,0,60
002869,深主板,1,0,1,0,0,60
002383,深主板,0,0,0,0,0,60
688055,科创板,4,1,4,2,2,60
601339,沪主板,0,0,1,1,0,60
603324,沪主板,9,0,12,4,1,60
002644,深主板,0,0,0,0,0,60
002935,深主板,3,0,0,0,0,60
002709,深主板,1,0,2,1,1,60
300895,创业板,0,0,9,4,0,60
300278,创业板,0,0,0,0,0,60
002151,深主板,1,0,1,0,0,60
301508,创业板,0,0,1,1,1,60
603128,沪主板,0,0,0,0,0,60
301023,创业板,3,0,1,0,0,60
603817,沪主板,0,0,0,0,0,60
300381,创业板,0,0,0,0,0,60
301388,创业板,0,0,1,0,0,60
688278,科创板,0,0,0,0,0,60
688206,科创板,10,1,10,8,2,60
300718,创业板,2,1,6,4,2,60
600137,沪主板,0,0,0,0,0,60
002976,深主板,10,0,5,3,2,60
300279,创业板,1,0,1,0,0,60
600363,沪主板,4,0,5,4,2,60
688079,科创板,11,2,15,10,7,60
688227,科创板,5,1,6,5,2,60
002381,深主板,0,0,0,0,0,60
002232,深主板,1,0,0,0,0,60
000925,深主板,4,0,4,1,1,60
301580,创业板,8,4,11,9,8,60
002353,深主板,9,0,9,7,5,60
000100,深主板,3,0,7,3,2,60
000516,深主板,0,0,0,0,0,60
600694,沪主板,0,0,0,0,0,60
688106,科创板,8,1,13,8,7,60
002021,深主板,2,0,1,1,0,60
301392,创业板,9,0,10,7,5,60
002180,深主板,2,0,0,0,0,60
600563,沪主板,6,0,4,2,2,60
688197,科创板,2,0,3,2,0,60
002675,深主板,0,0,0,0,0,60
000001,深主板,0,0,0,0,0,60
301390,创业板,0,0,0,0,0,60
300363,创业板,3,1,3,3,1,60
603107,沪主板,0,0,1,0,0,60
601279,沪主板,0,0,0,0,0,60
301602,创业板,0,0,0,0,0,60
603009,沪主板,1,0,4,0,0,60
300677,创业板,0,0,2,0,0,60
002975,深主板,16,0,14,9,4,60
000551,深主板,3,0,4,1,0,60
688717,科创板,0,0,3,0,0,60
002320,深主板,0,0,0,0,0,60
301503,创业板,0,0,3,0,0,60
600597,沪主板,0,0,0,0,0,60
301055,创业板,3,1,4,2,0,60
600938,沪主板,1,0,4,1,0,60
000719,深主板,0,0,0,0,0,60
301389,创业板,7,0,4,3,3,60
601126,沪主板,3,0,4,2,1,60
300712,创业板,0,0,0,0,0,60
603698,沪主板,9,0,9,7,5,60
300829,创业板,0,0,0,0,0,60
000882,深主板,1,0,1,1,1,60
600176,沪主板,13,0,11,5,2,60
002870,深主板,0,0,4,2,1,60
002154,深主板,0,0,0,0,0,60
300682,创业板,0,0,0,0,0,60
688352,科创板,9,1,4,1,1,60
002674,深主板,20,0,18,17,14,60
300609,创业板,0,0,2,0,0,60
300977,创业板,0,0,0,0,0,60
301387,创业板,5,1,3,2,1,60
688598,科创板,7,2,6,4,3,60
002134,深主板,2,0,3,1,0,60
300577,创业板,3,1,4,4,3,60
300461,创业板,3,0,2,0,0,60
603682,沪主板,5,0,3,2,1,60
301606,创业板,0,0,0,0,0,60
688449,科创板,5,1,14,7,5,60
002979,深主板,5,0,5,5,4,60
600143,沪主板,1,0,4,1,1,60
000032,深主板,7,0,5,3,1,60
601888,沪主板,0,0,3,1,0,60
301578,创业板,1,0,1,0,0,60
688788,科创板,5,0,3,1,1,60
300274,创业板,3,0,4,1,0,60
688601,科创板,4,0,2,2,1,60
002380,深主板,2,0,2,0,0,60
600758,沪主板,5,0,7,4,4,60
600704,沪主板,0,0,0,0,0,60
603358,沪主板,5,0,5,2,2,60
300275,创业板,1,1,1,1,1,60
300319,创业板,7,1,6,5,5,60
603939,沪主板,0,0,0,0,0,60
000997,深主板,1,0,0,0,0,60
601669,沪主板,0,0,0,0,0,60
301058,创业板,0,0,0,0,0,60
600216,沪主板,0,0,0,0,0,60
002352,深主板,0,0,1,0,0,60
000900,深主板,0,0,0,0,0,60
600215,沪主板,1,0,2,1,0,60
688502,科创板,10,2,14,7,4,60
000753,深主板,0,0,1,0,0,60
000655,深主板,0,0,0,0,0,60
688659,科创板,0,0,3,0,0,60
601077,沪主板,0,0,0,0,0,60
603256,沪主板,14,0,16,12,8,60
603519,沪主板,3,0,5,4,4,60
301056,创业板,1,0,1,1,0,60
300622,创业板,1,0,1,1,0,60
600123,沪主板,0,0,0,0,0,60
001287,深主板,4,0,5,3,3,60
300573,创业板,0,0,0,0,0,60
600808,沪主板,0,0,0,0,0,60
300320,创业板,1,0,1,0,0,60
000791,深主板,2,0,3,2,0,60
001366,深主板,4,0,2,2,2,60
600533,沪主板,0,0,0,0,0,60
688550,科创板,4,0,2,1,0,60
002038,深主板,5,0,5,3,1,60
688161,科创板,0,0,0,0,0,60
002978,深主板,0,0,0,0,0,60
002888,深主板,4,0,4,2,2,60
600217,沪主板,0,0,0,0,0,60
600822,沪主板,0,0,0,0,0,60
301507,创业板,0,0,0,0,0,60
688369,科创板,2,0,2,0,0,60
688733,科创板,7,0,6,4,2,60
000607,深主板,0,0,0,0,0,60
002075,深主板,1,0,0,0,0,60
603321,沪主板,0,0,0,0,0,60
002643,深主板,2,0,2,1,0,60
601916,沪主板,0,0,0,0,0,60
600177,沪主板,0,0,0,0,0,60
603985,沪主板,2,0,4,3,1,60
601500,沪主板,0,0,0,0,0,60
002727,深主板,0,0,0,0,0,60
605376,沪主板,15,0,17,9,6,60
300276,创业板,3,1,5,0,0,60
300605,创业板,1,0,3,1,1,60
689009,科创板,0,0,1,0,0,60
002382,深主板,1,0,2,2,2,60
001367,深主板,0,0,0,0,0,60
600120,沪主板,1,0,3,1,1,60
688716,科创板,3,0,3,1,1,60
603979,沪主板,3,0,4,3,2,60
688349,科创板,0,0,1,0,0,60
000880,深主板,1,0,4,3,2,60
300908,创业板,0,0,0,0,0,60
000517,深主板,4,0,2,1,1,60
002992,深主板,3,0,2,1,0,60
301518,创业板,0,0,1,0,0,60
603838,沪主板,1,0,0,0,0,60
688077,科创板,2,0,1,0,0,60
301069,创业板,0,0,1,0,0,60
300819,创业板,6,1,5,4,2,60
603711,沪主板,0,0,2,1,1,60
300261,创业板,0,0,2,0,0,60
600118,沪主板,7,0,6,4,4,60
000778,深主板,0,0,2,0,0,60
000800,深主板,0,0,0,0,0,60
601999,沪主板,0,0,0,0,0,60
603799,沪主板,0,0,3,0,0,60
688127,科创板,4,0,4,3,3,60
688578,科创板,3,0,1,1,0,60
002922,深主板,1,0,2,0,0,60
002392,深主板,3,0,2,1,0,60
603208,沪主板,0,0,0,0,0,60
300971,创业板,0,0,0,0,0,60
688301,科创板,2,0,6,2,1,60
300485,创业板,3,0,1,0,0,60
000538,深主板,0,0,0,0,0,60
601668,沪主板,0,0,0,0,0,60
688610,科创板,11,3,11,7,5,60
301371,创业板,0,0,0,0,0,60
600520,沪主板,6,0,7,5,2,60
301015,创业板,0,0,1,1,0,60
600820,沪主板,0,0,0,0,0,60
603701,沪主板,0,0,1,0,0,60
603938,沪主板,11,0,16,10,6,60
002345,深主板,1,0,0,0,0,60
002863,深主板,0,0,0,0,0,60
688212,科创板,0,0,0,0,0,60
688357,科创板,0,0,2,0,0,60
600138,沪主板,0,0,0,0,0,60
002921,深主板,6,0,5,3,0,60
603399,沪主板,9,0,8,3,1,60
301372,创业板,1,0,0,0,0,60
002347,深主板,0,0,0,0,0,60
301613,创业板,0,0,0,0,0,60
300995,创业板,0,0,0,0,0,60
600693,沪主板,3,0,5,2,1,60
001300,深主板,1,0,0,0,0,60
688535,科创板,13,0,14,7,4,60
002923,深主板,2,0,0,0,0,60
300465,创业板,1,0,1,0,0,60
002989,深主板,9,0,7,4,4,60
600572,沪主板,0,0,0,0,0,60
300263,创业板,4,2,10,6,4,60
002682,深主板,0,0,0,0,0,60
688486,科创板,3,0,3,1,0,60
000936,深主板,0,0,0,0,0,60
603277,沪主板,0,0,0,0,0,60
002065,深主板,0,0,0,0,0,60
600594,沪主板,2,0,0,0,0,60
002730,深主板,2,0,4,2,0,60
600229,沪主板,2,0,2,2,1,60
600521,沪主板,0,0,2,1,1,60
301066,创业板,0,0,0,0,0,60
000993,深主板,0,0,1,1,0,60
603011,沪主板,12,0,12,8,5,60
000096,深主板,0,0,0,0,0,60
002683,深主板,0,0,0,0,0,60
002181,深主板,8,0,9,6,6,60
600835,沪主板,2,0,0,0,0,60
688207,科创板,8,3,3,2,1,60
601595,沪主板,1,0,0,0,0,60
301369,创业板,5,1,5,4,4,60
002991,深主板,0,0,0,0,0,60
300387,创业板,0,0,0,0,0,60
002389,深主板,0,0,2,0,0,60
300811,创业板,6,0,11,6,5,60
002892,深主板,2,0,0,0,0,60
605128,沪主板,1,0,0,0,0,60
002862,深主板,0,0,0,0,0,60
301616,创业板,0,0,0,0,0,60
601611,沪主板,2,0,3,1,1,60
002920,深主板,1,0,1,0,0,60
603218,沪主板,0,0,0,0,0,60
688081,科创板,2,0,4,2,1,60
300970,创业板,0,0,0,0,0,60
688651,科创板,0,0,1,1,1,60
002344,深主板,0,0,0,0,0,60
603013,沪主板,1,0,1,0,0,60
600519,沪主板,0,0,0,0,0,60
001205,深主板,0,0,0,0,0,60
000892,深主板,11,0,9,6,6,60
601996,沪主板,2,0,0,0,0,60
603499,沪主板,3,0,1,1,0,60
600707,沪主板,11,0,13,10,5,60
688480,科创板,2,0,3,2,2,60
603809,沪主板,0,0,2,1,1,60
001218,深主板,1,0,2,0,0,60
002628,深主板,4,0,2,0,0,60
600230,沪主板,1,0,0,0,0,60
603099,沪主板,0,0,0,0,0,60
688607,科创板,5,0,9,8,4,60
603530,沪主板,0,0,3,0,0,60
300355,创业板,0,0,0,0,0,60
002895,深主板,0,0,0,0,0,60
600148,沪主板,0,0,1,0,0,60
601628,沪主板,1,0,0,0,0,60
000651,深主板,0,0,0,0,0,60
300578,创业板,0,0,2,0,0,60
688516,科创板,0,0,1,1,1,60
600518,沪主板,0,0,0,0,0,60
002190,深主板,1,0,2,2,0,60
000603,深主板,8,0,10,8,4,60
000553,深主板,0,0,1,1,0,60
000629,深主板,0,0,0,0,0,60
301567,创业板,0,0,1,0,0,60
000507,深主板,0,0,1,1,1,60
301370,创业板,0,0,0,0,0,60
600167,沪主板,0,0,0,0,0,60
300674,创业板,1,0,2,2,2,60
301071,创业板,4,1,11,9,6,60
600819,沪主板,4,0,2,1,0,60
002238,深主板,0,0,0,0,0,60
300683,创业板,2,0,1,0,0,60
000789,深主板,0,0,0,0,0,60
301070,创业板,7,0,3,2,2,60
300613,创业板,2,1,6,4,3,60
002993,深主板,6,0,5,5,3,60
688616,科创板,0,0,0,0,0,60
600918,沪主板,0,0,0,0,0,60
300260,创业板,14,1,9,5,4,60
300357,创业板,1,0,0,0,0,60
000682,深主板,1,0,1,0,0,60
600755,沪主板,0,0,0,0,0,60
600769,沪主板,9,0,8,5,5,60
603279,沪主板,0,0,1,0,0,60
002632,深主板,5,0,8,6,6,60
300625,创业板,0,0,0,0,0,60
688276,科创板,0,0,0,0,0,60
301519,创业板,0,0,0,0,0,60
300386,创业板,1,1,0,0,0,60
000626,深主板,1,0,1,0,0,60
600168,沪主板,0,0,0,0,0,60
002996,深主板,0,0,0,0,0,60
601069,沪主板,2,0,9,6,2,60
000708,深主板,0,0,0,0,0,60
603201,沪主板,9,0,6,5,5,60
603119,沪主板,2,0,3,1,0,60
601878,沪主板,0,0,0,0,0,60
301520,创业板,15,4,16,13,9,60
002685,深主板,0,0,0,0,0,60
300257,创业板,2,0,2,2,0,60
002393,深主板,0,0,1,1,0,60
605228,沪主板,2,0,2,1,0,60
002324,深主板,0,0,0,0,0,60
600573,沪主板,1,0,1,0,0,60
603679,沪主板,5,0,3,0,0,60
300784,创业板,0,0,0,0,0,60
301368,创业板,2,0,2,1,0,60
601096,沪主板,0,0,2,0,0,60
000025,深主板,3,0,1,0,0,60
601890,沪主板,0,0,0,0,0,60
688428,科创板,2,0,0,0,0,60
001256,深主板,3,0,2,0,0,60
300814,创业板,13,1,10,6,5,60
300471,创业板,0,0,1,1,0,60
002936,深主板,0,0,0,0,0,60
301568,创业板,6,0,5,3,3,60
002144,深主板,1,0,0,0,0,60
000931,深主板,0,0,0,0,0,60
603529,沪主板,0,0,0,0,0,60
300384,创业板,0,0,0,0,0,60
600596,沪主板,7,0,3,1,1,60
301377,创业板,11,1,9,2,2,60
002390,深主板,0,0,0,0,0,60
002988,深主板,2,0,1,0,0,60
002927,深主板,6,0,2,1,1,60
301571,创业板,2,0,2,2,1,60
600171,沪主板,1,0,4,0,0,60
603949,沪主板,5,0,5,2,2,60
300724,创业板,0,0,0,0,0,60
688178,科创板,1,0,1,0,0,60
300483,创业板,4,0,12,7,3,60
301512,创业板,2,0,1,1,1,60
603116,沪主板,1,0,1,0,0,60
300324,创业板,0,0,1,0,0,60
300993,创业板,0,0,0,0,0,60
301611,创业板,14,0,9,6,4,60
002636,深主板,13,0,12,8,6,60
600570,沪主板,0,0,0,0,0,60
603100,沪主板,0,0,0,0,0,60
002707,深主板,0,0,2,1,0,60
001225,深主板,8,0,5,4,1,60
600525,沪主板,0,0,1,1,0,60
601162,沪主板,1,0,1,0,0,60
002679,深主板,0,0,2,1,1,60
688320,科创板,2,0,2,1,0,60
600685,沪主板,1,0,1,0,0,60
688376,科创板,5,1,12,8,3,60
300780,创业板,4,2,1,1,1,60
688015,科创板,0,0,0,0,0,60
300907,创业板,5,2,4,3,1,60
603699,沪主板,0,0,2,0,0,60
002865,深主板,2,0,6,3,0,60
600917,沪主板,0,0,0,0,0,60
688370,科创板,0,0,0,0,0,60
000158,深主板,1,0,1,0,0,60
301065,创业板,0,0,0,0,0,60
301063,创业板,0,0,0,0,0,60
301019,创业板,2,1,2,1,1,60
600768,沪主板,0,0,0,0,0,60
688160,科创板,3,0,4,3,1,60
002985,深主板,1,0,0,0,0,60
600706,沪主板,0,0,2,2,0,60
300267,创业板,0,0,0,0,0,60
000890,深主板,3,0,0,0,0,60
300820,创业板,2,0,6,3,3,60
600778,沪主板,0,0,0,0,0,60
605222,沪主板,1,0,1,0,0,60
300623,创业板,4,0,3,2,2,60
000728,深主板,0,0,1,0,0,60
600526,沪主板,0,0,0,0,0,60
603365,沪主板,0,0,0,0,0,60
002928,深主板,1,0,10,5,2,60
001230,深主板,2,0,1,0,0,60
688101,科创板,3,0,1,1,0,60
002230,深主板,0,0,0,0,0,60
001309,深主板,11,0,18,13,11,60
300717,创业板,4,0,1,0,0,60
000049,深主板,0,0,2,1,0,60
301379,创业板,8,4,14,8,8,60
001338,深主板,0,0,0,0,0,60
600925,沪主板,0,0,0,0,0,60
002891,深主板,1,0,1,1,1,60
301378,创业板,1,0,2,1,0,60
600523,沪主板,0,0,0,0,0,60
600223,沪主板,0,0,0,0,0,60
002638,深主板,2,0,2,1,1,60
001288,深主板,1,0,0,0,0,60
001207,深主板,1,0,1,0,0,60
002026,深主板,0,0,0,0,0,60
300266,创业板,0,0,0,0,0,60
300975,创业板,10,2,18,10,7,60
300789,创业板,2,1,2,1,1,60
300676,创业板,0,0,0,0,0,60
688209,科创板,2,0,3,1,1,60
000799,深主板,1,0,1,0,0,60
603500,沪主板,4,0,7,4,3,60
002322,深主板,0,0,0,0,0,60
002986,深主板,0,0,1,0,0,60
600569,沪主板,0,0,1,0,0,60
301016,创业板,3,0,1,0,0,60
001317,深主板,8,0,1,1,0,60
601106,沪主板,0,0,1,0,0,60
688118,科创板,0,0,0,0,0,60
600756,沪主板,3,0,7,3,2,60
603833,沪主板,1,0,0,0,0,60
002990,深主板,11,0,12,7,4,60
600170,沪主板,0,0,0,0,0,60
601158,沪主板,0,0,0,0,0,60
300358,创业板,0,0,0,0,0,60
600571,沪主板,0,0,0,0,0,60
301376,创业板,1,0,2,2,1,60
688466,科创板,0,0,2,1,1,60
002926,深主板,0,0,0,0,0,60
601908,沪主板,0,0,1,1,0,60
600615,沪主板,3,0,0,0,0,60
688448,科创板,5,0,5,5,2,60
300328,创业板,5,0,6,3,2,60
002864,深主板,0,0,1,0,0,60
300973,创业板,0,0,0,0,0,60
301373,创业板,17,1,10,6,5,60
600117,沪主板,0,0,0,0,0,60
688198,科创板,1,1,1,1,0,60
603969,沪主板,1,0,1,0,0,60
300972,创业板,0,0,2,1,0,60
300832,创业板,0,0,1,1,1,60
300675,创业板,0,0,0,0,0,60
688530,科创板,14,1,13,10,5,60
603207,沪主板,0,0,0,0,0,60
603948,沪主板,3,0,1,1,1,60
300887,创业板,0,0,0,0,0,60
301067,创业板,6,1,3,2,0,60
300565,创业板,0,0,2,1,0,60
002305,深主板,0,0,0,0,0,60
002391,深主板,0,0,0,0,0,60
603309,沪主板,0,0,1,1,0,60
300484,创业板,1,0,1,0,0,60
002890,深主板,0,0,1,0,0,60
600617,沪主板,3,0,4,3,2,60
688190,科创板,2,0,5,2,1,60
002706,深主板,1,0,2,1,0,60
600522,沪主板,5,0,8,3,1,60
002681,深主板,3,0,0,0,0,60
300265,创业板,2,0,7,2,1,60
000902,深主板,0,0,1,0,0,60
601118,沪主板,0,0,2,1,0,60
000786,深主板,0,0,0,0,0,60
688620,科创板,3,0,5,2,2,60
001380,深主板,0,0,0,0,0,60
688179,科创板,6,0,5,2,2,60
603678,沪主板,16,0,14,8,6,60
002132,深主板,3,0,4,2,2,60
688032,科创板,0,0,0,0,0,60
002635,深主板,8,0,6,4,3,60
301018,创业板,10,0,8,4,3,60
300774,创业板,3,0,1,0,0,60
301516,创业板,2,1,2,0,0,60
688380,科创板,2,1,8,7,3,60
000513,深主板,0,0,0,0,0,60
002229,深主板,2,0,4,2,0,60
688667,科创板,1,0,2,0,0,60
002059,深主板,0,0,0,0,0,60
605369,沪主板,1,0,1,1,1,60
001203,深主板,0,0,1,1,0,60
301515,创业板,0,0,1,0,0,60
002925,深主板,3,0,2,0,0,60
600807,沪主板,0,0,0,0,0,60
601686,沪主板,1,0,1,1,1,60
600226,沪主板,6,0,4,2,1,60
002346,深主板,7,0,3,1,1,60
000923,深主板,0,0,2,0,0,60
300624,创业板,1,0,1,0,0,60
300709,创业板,4,0,4,2,2,60
002987,深主板,2,0,0,0,0,60
600941,沪主板,0,0,0,0,0,60
603528,沪主板,1,0,1,1,0,60
600227,沪主板,6,0,8,6,3,60
001368,深主板,0,0,0,0,0,60
603010,沪主板,3,0,3,1,0,60
688506,科创板,5,0,0,0,0,60
002304,深主板,0,0,0,0,0,60
688669,科创板,8,3,7,5,3,60
688299,科创板,1,0,2,1,0,60
300552,创业板,1,1,2,1,1,60
300604,创业板,7,1,9,4,3,60
301068,创业板,1,0,2,1,1,60
301024,创业板,2,0,3,1,1,60
600611,沪主板,8,0,11,6,5,60
688398,科创板,2,0,1,0,0,60
301042,创业板,4,2,6,4,4,60
300475,创业板,9,2,16,9,5,60
688322,科创板,8,0,7,3,2,60
601128,沪主板,0,0,0,0,0,60
600699,沪主板,0,0,1,0,0,60
002234,深主板,0,0,1,1,1,60
600812,沪主板,0,0,0,0,0,60
002946,深主板,1,0,0,0,0,60
000887,深主板,3,0,2,1,0,60
301446,创业板,2,0,1,0,0,60
002959,深主板,0,0,0,0,0,60
603960,沪主板,1,0,3,2,0,60
605208,沪主板,4,0,3,2,0,60
002066,深主板,1,0,1,1,1,60
300824,创业板,0,0,0,0,0,60
603006,沪主板,2,0,1,0,0,60
000505,深主板,0,0,0,0,0,60
603126,沪主板,1,0,0,0,0,60
601882,沪主板,1,0,0,0,0,60
